\\Yearly Intertie Schedule and Flow Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\Created at 2025-01-27 08:02:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
\\For 2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MANITOBA,MANITOBA,MANITOBA,MANITOBA SK,MANITOBA SK,MANITOBA SK,MICHIGAN,MICHIGAN,MICHIGAN,MINNESOTA,MINNESOTA,MINNESOTA,NEW-YORK,NEW-YORK,NEW-YORK,PQ.AT,PQ.AT,PQ.AT,PQ.B5D.B31L,PQ.B5D.B31L,PQ.B5D.B31L,PQ.D4Z,PQ.D4Z,PQ.D4Z,PQ.D5A,PQ.D5A,PQ.D5A,PQ.H4Z,PQ.H4Z,PQ.H4Z,PQ.H9A,PQ.H9A,PQ.H9A,PQ.P33C,PQ.P33C,PQ.P33C,PQ.Q4C,PQ.Q4C,PQ.Q4C,PQ.X2Y,PQ.X2Y,PQ.X2Y,Total,Total,Total
Date,Hour,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow,Imp,Exp,Flow
2024-01-06,6,82,146,70,0,0,17,0,366,380,0,0,0,0,1450,1414,9,1238,1222,0,0,347,0,0,2,0,0,0,0,9,11,0,0,0,0,0,1,0,0,47,0,0,0,91,3209,3511
2024-01-06,7,0,133,139,0,0,17,0,550,601,0,0,0,0,1440,1520,9,1239,1221,0,0,345,0,0,2,0,0,0,0,9,12,0,0,0,0,0,1,0,0,68,0,0,0,9,3371,3926
2024-01-06,8,0,125,134,0,0,17,0,880,1206,0,0,0,0,1663,1436,9,1082,1076,0,0,341,0,0,2,0,0,0,0,9,8,0,0,0,0,0,1,0,0,89,0,0,0,9,3759,4310
2024-01-06,9,0,150,146,0,0,18,0,1040,1110,0,0,0,0,1650,1561,9,1153,1143,0,0,337,0,0,2,0,0,0,0,9,10,0,0,0,0,0,0,0,0,90,0,0,0,9,4002,4417
2024-01-06,10,0,133,146,0,0,19,0,890,915,0,0,0,0,1479,1391,9,1239,1225,0,0,337,0,0,2,0,0,0,0,9,8,0,0,0,0,0,0,0,0,90,0,0,0,9,3750,4133
2024-01-06,11,0,150,157,0,0,20,0,900,1111,0,0,0,0,1458,1204,9,1205,1194,0,0,336,0,0,2,0,0,0,0,9,10,0,0,0,0,0,1,0,0,69,0,0,0,9,3722,4104
2024-01-06,12,0,150,132,0,0,20,0,839,867,0,0,0,0,1144,1010,9,1239,1225,0,0,336,0,0,2,0,0,0,0,9,10,0,0,0,0,0,0,0,0,69,0,0,0,9,3381,3671
2024-01-06,13,0,146,148,0,0,20,3,790,746,0,0,0,0,1025,1053,9,1239,1224,0,0,336,0,0,2,0,0,0,0,9,8,0,0,0,0,0,1,0,0,69,0,0,0,12,3209,3607
2024-01-06,14,0,150,145,0,0,20,0,790,726,0,0,0,0,1225,1198,9,1239,1222,0,0,335,0,0,2,0,0,0,0,9,10,0,0,0,0,0,0,0,0,69,0,0,0,9,3413,3727
2024-01-06,15,0,150,150,0,0,20,0,697,576,0,0,0,0,1210,1236,9,1239,1227,0,0,335,0,0,2,0,0,0,0,9,8,0,0,0,0,0,1,0,0,69,0,0,0,9,3305,3624
2024-01-06,16,0,150,159,0,0,20,0,569,605,0,0,0,0,1376,1276,9,1239,1212,0,0,334,0,0,2,0,0,0,0,9,6,0,0,0,0,0,1,0,0,90,0,0,0,9,3343,3705
2024-01-06,17,0,34,80,0,0,20,20,786,825,0,0,0,0,1584,1390,9,570,566,0,0,334,0,0,2,0,0,0,0,9,3,0,0,0,0,0,1,0,0,91,0,0,0,29,2983,3312
2024-01-06,18,0,59,73,0,0,21,143,575,923,0,0,0,0,1407,1098,9,447,443,0,0,333,0,0,2,0,0,0,0,9,10,0,0,0,0,0,1,0,0,90,0,0,0,152,2497,2994
2024-01-06,19,0,99,89,0,0,22,3,540,775,0,0,0,0,1266,978,9,540,539,0,0,335,0,0,2,0,0,0,0,9,8,0,0,0,0,0,1,0,0,90,0,0,0,12,2454,2839
2024-01-06,20,0,150,137,0,0,22,2,480,522,0,0,0,0,614,614,9,1212,1164,0,0,342,0,0,2,0,0,0,0,9,1,0,0,0,0,0,0,0,0,90,0,0,0,11,2465,2894
2024-01-06,21,0,150,147,0,0,21,0,510,404,0,0,0,0,637,688,9,1234,1219,0,0,344,0,0,2,0,0,0,0,9,-19,0,0,0,0,0,1,0,0,90,0,0,0,9,2540,2897
2024-01-06,22,0,74,71,0,0,21,0,320,396,0,0,0,0,1016,892,9,1239,1227,0,0,344,0,0,2,0,0,0,0,9,-20,0,0,0,0,0,0,0,0,69,0,0,0,9,2658,3002
2024-01-06,23,0,53,53,0,0,20,0,320,468,0,0,0,0,1410,1219,9,1239,1227,0,0,343,0,0,2,0,0,0,0,9,3,0,0,0,0,0,1,0,0,69,0,0,0,9,3031,3405
2024-01-06,24,82,180,94,0,0,19,0,240,253,0,0,0,0,1400,1423,9,1235,1219,0,0,343,0,0,2,0,0,0,0,9,14,0,0,0,0,0,1,0,0,69,0,0,0,91,3064,3437
2024-01-07,1,82,149,67,0,0,19,0,100,-96,0,0,0,0,1090,1244,9,1180,1170,0,0,343,0,0,2,0,0,0,0,9,13,0,0,0,0,0,1,0,0,69,0,0,0,91,2528,2832
2024-01-07,2,82,199,106,0,0,18,0,0,-122,0,0,0,0,1054,1151,9,1239,1222,0,0,343,0,0,2,0,0,0,0,9,12,0,0,0,0,0,1,0,0,47,0,0,0,91,2501,2780
2024-01-07,3,82,103,37,0,0,18,0,0,-82,0,0,0,0,1021,1045,9,1216,1202,0,0,342,0,0,2,0,0,0,0,9,11,0,0,0,0,0,1,0,0,47,0,0,0,91,2349,2623
2024-01-07,4,82,130,43,0,0,18,0,100,-48,0,0,0,0,930,1031,9,1239,1223,0,0,342,0,0,2,0,0,0,0,9,25,0,0,0,0,0,1,0,0,47,0,0,0,91,2408,2684
2024-01-07,5,82,143,55,0,0,18,0,0,-181,0,0,0,0,695,919,9,1239,1223,0,0,342,0,0,2,0,0,0,0,9,38,0,0,0,0,0,1,0,0,47,0,0,0,91,2086,2464
2024-01-07,6,82,203,125,0,0,18,0,100,-33,0,0,0,0,1050,1202,9,1239,1223,0,0,343,0,0,2,0,0,0,0,9,40,0,0,0,0,0,1,0,0,47,0,0,0,91,2601,2968
2024-01-07,7,0,140,148,0,0,19,0,240,40,0,0,0,0,1128,1303,9,1239,1223,0,0,341,0,0,2,0,0,0,0,9,20,0,0,0,0,0,1,0,0,68,0,0,0,9,2756,3165
2024-01-07,8,0,102,115,0,0,19,0,480,369,0,0,0,0,1398,1473,9,1239,1223,0,0,337,0,0,2,0,0,0,0,9,2,0,0,0,0,0,1,0,0,90,0,0,0,9,3228,3631
2024-01-07,9,0,150,155,0,0,20,1,580,490,0,0,0,0,1248,1435,9,1239,1222,0,0,334,0,0,2,0,0,0,0,9,1,0,0,0,0,0,1,0,0,91,0,0,0,10,3226,3751
2024-01-07,10,0,150,141,0,0,21,0,630,337,0,0,0,0,1021,1275,9,1239,1225,0,0,334,0,0,2,0,0,0,0,9,-2,0,0,0,0,0,1,0,0,91,0,0,0,9,3049,3425
2024-01-07,11,0,150,158,0,0,21,3,450,389,0,0,0,0,1242,1237,9,1239,1224,0,0,334,0,0,2,0,0,0,0,9,-12,0,0,0,0,0,1,0,0,91,0,0,0,12,3090,3445
2024-01-07,12,0,142,142,0,0,21,3,375,401,0,0,0,0,1154,1120,9,1218,1203,0,0,337,0,0,2,0,0,0,0,9,-17,0,0,0,0,0,1,0,0,90,0,0,0,12,2898,3300
2024-01-07,13,0,123,121,0,0,21,3,25,193,0,0,0,0,1155,1006,9,1236,1221,0,0,341,0,0,2,0,0,0,0,9,-20,0,0,0,0,0,1,0,0,69,0,0,0,12,2548,2955
2024-01-07,14,0,72,83,0,0,21,3,25,309,0,0,0,0,1323,1090,9,1230,1216,0,0,341,0,0,2,0,0,0,0,9,-20,0,0,0,0,0,1,0,0,69,0,0,0,12,2659,3112
2024-01-07,15,0,116,109,0,0,20,0,217,484,0,0,0,0,1382,1084,9,1239,1226,0,0,340,0,0,2,0,0,0,0,9,-19,0,0,0,0,0,1,0,0,69,0,0,0,9,2963,3316
2024-01-07,16,0,61,103,0,0,20,0,115,504,0,0,0,0,1498,1168,9,1239,1215,0,0,339,0,0,2,0,0,0,0,9,-17,0,0,0,0,0,1,0,0,69,0,0,0,9,2922,3404
2024-01-07,17,0,147,145,0,0,21,143,740,608,0,0,0,0,1323,1338,9,678,674,0,0,339,0,0,2,0,0,0,0,9,-12,0,0,0,0,0,1,0,0,89,0,0,0,152,2897,3205
2024-01-07,18,0,100,111,0,0,23,283,765,694,0,0,0,0,1351,1154,9,642,636,0,0,339,0,0,2,0,0,0,0,9,-12,0,0,0,0,0,0,0,0,90,0,0,0,292,2867,3037
2024-01-07,19,0,72,83,0,0,24,2,640,921,0,0,0,0,1492,1249,0,757,758,0,0,340,0,0,2,0,0,0,0,0,24,0,0,0,0,0,0,0,0,88,0,0,0,2,2961,3489
2024-01-07,20,0,99,103,0,0,24,0,500,527,0,0,0,0,1551,1523,9,898,934,0,0,345,0,0,2,0,0,0,0,9,26,0,0,0,0,0,0,0,0,83,0,0,0,9,3057,3567
2024-01-07,21,0,99,106,0,0,24,0,459,308,0,0,0,0,1325,1454,9,1234,1217,0,0,345,0,0,2,0,0,0,0,9,22,0,0,0,0,0,1,0,0,83,0,0,0,9,3126,3562
2024-01-07,22,0,150,136,0,0,23,0,480,193,0,0,0,0,1156,1450,9,1239,1223,0,0,346,0,0,2,0,0,0,0,9,24,0,0,0,0,0,1,0,0,83,0,0,0,9,3034,3481
2024-01-07,23,0,150,139,0,0,22,0,390,281,0,0,0,0,940,1102,9,1239,1221,0,0,346,0,0,2,0,0,0,0,9,38,0,0,0,0,0,1,0,0,64,0,0,0,9,2728,3216
2024-01-07,24,82,232,163,0,0,21,0,292,-55,0,0,0,0,900,1176,9,1161,1154,0,0,347,0,0,2,0,0,0,0,9,40,0,0,0,0,0,1,0,0,64,0,0,0,91,2594,2913
2024-01-08,1,90,110,39,0,0,20,0,75,-63,0,0,0,0,825,1051,9,1239,1220,0,0,347,0,0,2,0,0,0,0,9,35,0,0,0,0,0,1,0,0,64,0,0,0,99,2258,2716
2024-01-08,2,90,129,27,0,0,20,0,50,-7,0,0,0,0,1155,1176,9,1154,1142,0,0,348,0,0,2,0,0,0,0,9,31,0,0,0,0,0,0,0,0,45,0,0,0,99,2497,2784
2024-01-08,3,90,213,113,0,0,19,0,0,22,0,0,0,0,1180,1167,9,1239,1221,0,0,348,0,0,2,0,0,0,0,9,29,0,0,0,0,0,1,0,0,23,0,0,0,99,2641,2945
2024-01-08,4,91,197,106,0,0,19,0,0,-93,0,0,0,0,980,1042,9,1122,1112,0,0,348,0,0,2,0,0,0,0,9,33,0,0,0,0,0,0,0,0,23,0,0,0,100,2308,2592
2024-01-08,5,90,238,142,0,0,19,0,125,-94,0,0,0,0,1050,1220,9,1238,1222,0,0,349,0,0,2,0,0,0,0,9,33,0,0,0,0,0,0,0,0,46,0,0,0,99,2660,2939
2024-01-08,6,90,220,128,0,0,20,0,208,145,0,0,0,0,1080,1093,9,1239,1224,0,0,342,0,0,2,0,0,0,0,9,35,0,0,0,0,0,1,0,0,68,0,0,0,99,2756,3058
2024-01-08,7,0,150,160,0,0,20,0,401,397,0,0,0,0,1256,1208,9,1239,1219,0,0,341,0,0,2,0,0,0,0,9,38,0,0,0,0,0,1,0,0,69,0,0,0,9,3055,3455
2024-01-08,8,0,150,145,0,0,21,0,805,807,0,0,0,0,1183,1132,9,1067,1050,0,0,338,0,0,2,0,0,0,0,9,38,0,0,0,0,0,1,0,0,90,0,0,0,9,3214,3624
2024-01-08,9,0,150,134,0,0,23,0,560,506,0,0,0,0,1074,1081,9,832,819,0,0,336,0,0,2,0,0,0,0,9,7,0,0,0,0,0,1,0,0,93,0,0,0,9,2625,3002
2024-01-08,10,0,138,71,0,0,23,0,280,374,0,0,0,0,956,945,9,723,721,0,0,337,0,0,2,0,0,0,0,9,1,0,0,0,0,0,0,0,0,94,0,0,0,9,2106,2568
2024-01-08,11,0,150,161,0,0,22,0,50,197,0,0,0,0,541,447,9,1019,1003,0,0,337,0,0,2,0,0,0,0,9,2,0,0,0,0,0,0,0,0,95,0,0,0,9,1769,2266
2024-01-08,12,0,150,162,0,0,22,0,14,78,0,0,0,0,291,221,18,1084,1068,0,0,337,0,0,2,0,0,0,0,9,4,0,0,0,0,0,0,0,0,94,0,0,0,18,1548,1988
2024-01-08,13,0,150,147,0,0,21,0,0,-26,0,0,0,0,191,174,18,1204,1182,0,0,337,0,0,2,0,0,0,0,9,-3,0,0,0,0,0,0,0,0,72,0,0,0,18,1554,1906
2024-01-08,14,0,150,146,0,0,21,0,0,65,0,0,0,0,191,126,18,1248,1223,0,0,338,0,0,2,0,0,0,0,9,0,0,0,0,0,0,1,0,0,72,0,0,0,18,1598,1994
2024-01-08,15,0,102,109,0,0,21,0,0,129,0,0,0,0,696,571,9,1145,1130,0,0,338,0,0,2,0,0,0,0,9,-2,0,0,0,0,0,1,0,0,72,0,0,0,9,1952,2371
2024-01-08,16,0,102,109,0,0,21,0,0,190,0,0,0,0,923,781,9,1049,1031,0,0,337,0,0,2,0,0,0,0,9,-6,0,0,0,0,0,0,0,0,93,0,0,0,9,2083,2558
2024-01-08,17,0,51,49,0,0,22,0,0,213,0,0,0,25,1148,917,9,672,671,0,0,336,0,0,2,0,0,0,0,9,-1,0,0,0,0,0,0,0,0,95,0,0,0,34,1880,2304
2024-01-08,18,0,100,54,0,0,23,331,40,94,0,0,0,0,940,700,9,854,835,0,0,336,0,0,2,0,0,0,0,9,-7,0,0,0,0,0,0,0,0,95,0,0,0,340,1943,2132
2024-01-08,19,0,150,142,0,0,23,0,40,159,0,0,0,25,1169,1105,9,702,695,0,0,337,0,0,2,0,0,0,0,9,-22,0,0,0,0,0,1,0,0,94,0,0,0,34,2070,2536
2024-01-08,20,0,150,155,0,0,23,0,40,39,0,0,0,0,1219,1170,9,786,781,0,0,346,0,0,2,0,0,0,0,9,-20,0,0,0,0,0,0,0,0,94,0,0,0,9,2204,2590
2024-01-08,21,0,150,150,0,0,23,0,0,135,0,0,0,0,1349,1326,9,994,984,0,0,348,0,0,2,0,0,0,0,9,-20,0,0,0,0,0,1,0,0,94,0,0,0,9,2502,3043
2024-01-08,22,0,90,91,0,0,22,0,0,-52,0,0,0,0,909,966,9,1100,1084,0,0,348,0,0,2,0,0,0,0,9,-22,0,0,0,0,0,1,0,0,72,0,0,0,9,2108,2512
2024-01-08,23,0,111,108,0,0,21,0,0,66,0,0,0,0,1375,1387,9,1063,1056,0,0,347,0,0,2,0,0,0,0,9,-20,0,0,0,0,0,0,0,0,72,0,0,0,9,2558,3039
2024-01-08,24,90,161,80,0,0,20,0,0,-93,0,0,0,0,1425,1523,9,1237,1224,0,0,348,0,0,2,0,0,0,0,9,-7,0,0,0,0,0,0,0,0,72,0,0,0,99,2832,3169
2024-01-09,1,90,206,120,0,0,19,0,212,-152,0,0,0,0,1350,1676,9,1230,1210,0,0,349,0,0,2,0,0,0,0,9,1,0,0,0,0,0,1,0,0,72,0,0,0,99,3007,3298
2024-01-09,2,90,237,147,0,0,19,0,100,-195,0,0,0,0,1300,1560,9,1139,1128,0,0,349,0,0,2,0,0,0,0,9,1,0,0,0,0,0,0,0,0,71,0,0,0,99,2785,3082
2024-01-09,3,90,216,116,0,0,18,0,100,-27,0,0,0,0,1255,1309,9,1231,1218,0,0,349,0,0,2,0,0,0,0,9,2,0,0,0,0,0,1,0,0,49,0,0,0,99,2811,3037
2024-01-09,4,90,219,141,0,0,18,0,100,103,0,0,0,0,1391,1332,9,1239,1222,0,0,349,0,0,2,0,0,0,0,9,10,0,0,0,0,0,0,0,0,48,0,0,0,99,2958,3225
2024-01-09,5,90,213,135,0,0,18,0,232,267,0,0,0,0,1450,1353,9,1239,1226,0,0,348,0,0,2,0,0,0,0,9,-1,0,0,0,0,0,1,0,0,48,0,0,0,99,3143,3397
2024-01-09,6,90,219,141,0,0,19,0,100,347,0,0,0,0,1450,1227,9,1239,1226,0,0,348,0,0,2,0,0,0,0,9,-2,0,0,0,0,0,1,0,0,46,0,0,0,99,3017,3355
2024-01-09,7,0,145,138,0,0,19,0,250,426,0,0,0,0,1450,1305,9,1236,1217,0,0,347,0,0,2,0,0,0,0,9,-9,0,0,0,0,0,0,0,0,68,0,0,0,9,3090,3513
2024-01-09,8,0,150,149,0,0,21,0,250,595,0,0,0,0,1511,1140,9,1120,1110,0,0,342,0,0,2,0,0,0,0,9,-6,0,0,0,0,0,1,0,0,90,0,0,0,9,3040,3444
2024-01-09,9,0,112,122,0,0,22,0,490,707,0,0,0,0,1470,1279,9,1121,1100,0,0,339,0,0,2,0,0,0,0,9,-11,0,0,0,0,0,1,0,0,91,0,0,0,9,3202,3652
2024-01-09,10,0,101,94,0,0,22,0,231,303,0,0,0,0,1326,1215,9,912,898,0,0,339,0,0,2,0,0,0,0,9,-14,0,0,0,0,0,1,0,0,91,0,0,0,9,2579,2951
2024-01-09,11,0,64,73,0,0,22,0,0,188,0,0,0,0,1178,913,26,827,794,0,0,339,0,0,2,0,0,0,0,9,-15,0,0,0,0,0,1,0,0,90,0,0,0,26,2078,2407
2024-01-09,12,0,112,113,0,0,22,0,12,148,0,0,0,0,1058,906,26,694,669,0,0,340,0,0,2,0,0,0,0,9,-5,0,0,0,0,0,1,0,0,90,0,0,0,26,1885,2286
2024-01-09,13,0,112,114,0,0,21,0,50,142,0,0,0,0,1071,968,26,801,773,0,0,339,0,0,2,0,0,0,0,9,2,0,0,0,0,0,1,0,0,90,0,0,0,26,2043,2452
2024-01-09,14,0,112,117,0,0,20,0,265,154,0,0,0,0,1014,1080,26,807,766,0,0,338,0,0,2,0,0,0,0,9,-1,0,0,0,0,0,1,0,0,89,0,0,0,26,2207,2566
2024-01-09,15,0,111,112,0,0,20,0,240,285,0,0,0,0,1075,1089,26,517,498,0,0,338,0,0,2,0,0,0,0,9,-1,0,0,0,0,0,1,0,0,89,0,0,0,26,1952,2433
2024-01-09,16,0,111,113,0,0,20,0,150,131,0,0,0,0,964,976,26,621,590,0,0,336,0,0,2,0,0,0,0,9,6,0,0,0,0,0,1,0,0,89,0,0,0,26,1855,2264
2024-01-09,17,0,111,116,0,0,20,2,150,157,0,0,0,0,841,816,26,535,517,0,0,335,0,0,2,0,0,0,0,9,7,0,0,0,0,0,1,0,0,89,0,0,0,28,1646,2060
2024-01-09,18,0,111,113,0,0,22,0,290,478,0,0,0,0,791,631,26,796,771,0,0,334,0,0,2,0,0,0,0,9,8,0,0,0,0,0,1,0,0,88,0,0,0,26,1997,2448
2024-01-09,19,0,111,110,0,0,23,0,480,674,0,0,0,0,1050,811,26,930,897,0,0,335,0,0,2,0,0,0,0,9,5,0,0,0,0,0,1,0,0,88,0,0,0,26,2580,2946
2024-01-09,20,0,25,25,0,0,23,0,320,573,0,0,0,0,1274,941,9,839,828,0,0,341,0,0,2,0,0,0,0,9,6,0,0,0,0,0,1,0,0,88,0,0,0,9,2467,2828
2024-01-09,21,18,0,-15,0,0,23,0,280,681,0,0,0,0,1212,905,9,801,797,0,0,343,0,0,2,0,0,0,0,9,9,0,0,0,0,0,1,0,0,88,0,0,0,27,2302,2834
2024-01-09,22,0,14,17,0,0,23,0,240,615,0,0,0,1,1141,756,9,1030,1019,0,0,343,0,0,2,0,0,0,0,9,10,0,0,0,0,0,1,0,0,67,0,0,0,10,2434,2853
2024-01-09,23,0,111,111,0,0,22,0,349,525,0,0,0,0,1212,1052,9,1231,1212,0,0,345,0,0,2,0,0,0,0,9,7,0,0,0,0,0,1,0,0,67,0,0,0,9,2912,3344
2024-01-09,24,90,164,75,0,0,21,0,473,304,0,0,0,0,1425,1671,9,1172,1160,0,0,346,0,0,2,0,0,0,0,9,6,0,0,0,0,0,1,0,0,68,0,0,0,99,3243,3654
2024-01-10,1,90,39,-6,0,0,20,0,550,413,0,0,0,0,1400,1477,9,1239,1218,0,0,345,0,0,2,0,0,0,0,9,2,0,0,0,0,0,1,0,0,68,0,0,0,99,3237,3540
2024-01-10,2,90,95,31,0,0,19,0,844,621,0,0,0,0,1251,1415,9,1074,1065,0,0,344,0,0,2,0,0,0,0,9,4,0,0,0,0,0,1,0,0,46,0,0,0,99,3273,3548
2024-01-10,3,90,164,70,0,0,19,0,862,582,0,0,0,0,1445,1680,9,1107,1098,0,0,344,0,0,2,0,0,0,0,9,1,0,0,0,0,0,1,0,0,46,0,0,0,99,3587,3843
2024-01-10,4,90,122,36,0,0,19,0,892,557,0,0,0,0,1450,1743,9,1239,1227,0,0,345,0,0,2,0,0,0,0,9,4,0,0,0,0,0,1,0,0,46,0,0,0,99,3712,3980
2024-01-10,5,90,135,43,0,0,18,0,1181,954,0,0,0,0,1298,1501,9,1239,1230,0,0,337,0,0,2,0,0,0,0,9,6,0,0,0,0,0,1,0,0,46,0,0,0,99,3862,4138
2024-01-10,6,90,164,72,0,0,18,0,1328,1239,0,0,0,0,1328,1386,9,1239,1230,0,0,5,0,0,2,0,0,0,0,9,4,0,0,0,0,0,1,0,0,46,0,0,0,99,4068,4003
2024-01-10,7,0,112,114,0,0,19,0,1196,1203,0,0,0,0,1101,1162,9,1239,1223,0,0,0,0,0,2,0,0,0,0,9,5,0,0,0,0,0,1,0,0,67,0,0,0,9,3657,3796
2024-01-10,8,0,112,109,0,0,20,0,990,1032,0,0,0,0,932,861,9,1239,1222,0,0,0,0,0,2,0,0,0,0,9,8,0,0,0,0,0,1,0,0,69,0,0,0,9,3282,3324
2024-01-10,9,0,112,114,0,0,21,0,807,865,0,0,0,0,968,920,9,1239,1222,0,0,0,0,0,2,0,0,0,0,9,14,0,0,0,0,0,1,0,0,88,0,0,0,9,3135,3247
2024-01-10,10,0,112,114,0,0,21,0,615,921,0,0,0,0,887,590,9,1239,1222,0,0,0,0,0,2,0,0,0,0,9,10,0,0,0,0,0,1,0,0,89,0,0,0,9,2862,2970
2024-01-10,11,0,112,116,0,0,21,0,503,786,0,0,0,0,985,639,9,1239,1217,0,0,0,0,0,2,0,0,0,0,9,5,0,0,0,0,0,1,0,0,88,0,0,0,9,2848,2875
2024-01-10,12,0,112,111,0,0,21,0,290,361,0,0,0,0,1047,923,9,1105,1098,0,0,0,0,0,2,0,0,0,0,9,14,0,0,0,0,0,1,0,0,88,0,0,0,9,2563,2619
2024-01-10,13,0,67,65,0,0,21,0,153,209,0,0,0,0,1025,901,9,1234,1218,0,0,0,0,0,2,0,0,0,0,9,15,0,0,0,0,0,0,0,0,88,0,0,0,9,2488,2519
2024-01-10,14,0,67,70,0,0,21,0,160,116,0,0,0,0,985,986,9,1173,1159,0,0,0,0,0,2,0,0,0,0,9,16,0,0,0,0,0,1,0,0,88,0,0,0,9,2394,2459
2024-01-10,15,0,67,71,0,0,21,0,200,117,0,0,0,0,951,1027,9,1183,1162,0,0,0,0,0,2,0,0,0,0,9,16,0,0,0,0,0,1,0,0,88,0,0,0,9,2410,2505
2024-01-10,16,0,30,32,0,0,21,0,260,154,0,0,0,0,926,990,9,1060,1051,0,0,0,0,0,2,0,0,0,0,9,17,0,0,0,0,0,1,0,0,88,0,0,0,9,2285,2356
2024-01-10,17,0,67,66,0,0,21,3,350,136,0,0,0,0,1051,1197,9,1130,1104,0,0,0,0,0,2,0,0,0,0,9,16,0,0,0,0,0,1,0,0,88,0,0,0,12,2607,2631
2024-01-10,18,0,0,8,0,0,22,140,660,262,0,0,0,0,1093,1321,9,446,457,0,0,0,0,0,2,0,0,0,0,9,17,0,0,0,0,0,1,0,0,88,0,0,0,149,2208,2178
2024-01-10,19,0,0,-2,0,0,23,123,350,-60,0,0,0,50,1102,1381,9,447,436,0,0,0,0,0,2,0,0,0,0,9,6,0,0,0,0,0,1,0,0,88,0,0,0,182,1908,1875
2024-01-10,20,0,30,28,0,0,22,0,360,246,0,0,0,50,1060,1138,217,499,294,0,0,0,0,0,2,0,0,0,0,9,-2,0,0,0,0,0,1,0,0,90,0,0,0,267,1958,1819
2024-01-10,21,0,111,100,0,0,22,0,161,233,0,0,0,150,951,758,19,701,687,0,0,0,0,0,2,0,0,0,0,9,8,0,0,0,0,0,0,0,0,91,0,0,0,169,1933,1901
2024-01-10,22,0,111,112,0,0,21,0,160,258,0,0,0,103,816,568,9,956,956,0,0,0,0,0,2,0,0,0,0,9,11,0,0,0,0,0,1,0,0,70,0,0,0,112,2052,1999
2024-01-10,23,0,72,75,0,0,21,0,160,261,0,0,0,0,816,631,9,1239,1221,0,0,0,0,0,2,0,0,0,0,9,12,0,0,0,0,0,1,0,0,70,0,0,0,9,2296,2294
2024-01-10,24,90,37,-35,0,0,20,0,100,-12,0,0,0,0,866,902,9,1239,1227,0,0,0,0,0,2,0,0,0,0,9,15,0,0,0,0,0,1,0,0,70,0,0,0,99,2251,2190
2024-01-11,1,90,37,-81,0,0,19,0,197,-30,0,0,0,0,689,955,9,1239,1228,0,0,0,0,0,2,0,0,0,0,9,9,0,0,0,0,0,1,0,0,70,0,0,0,99,2171,2173
2024-01-11,2,90,0,-88,0,0,18,0,50,17,0,0,0,0,639,704,9,1237,1223,0,0,0,0,0,2,0,0,0,0,9,8,0,0,0,0,0,1,0,0,70,0,0,0,99,1935,1955
2024-01-11,3,90,0,-106,0,0,18,126,0,-11,0,0,0,0,591,535,9,1238,1223,0,0,0,0,0,2,0,0,0,0,9,10,0,0,0,0,0,1,0,0,71,0,0,0,225,1838,1743
2024-01-11,4,90,0,-111,0,0,18,0,133,68,0,0,0,100,591,517,9,1226,1213,0,0,0,0,0,2,0,0,0,0,9,8,0,0,0,0,0,1,0,0,71,0,0,0,199,1959,1787
2024-01-11,5,90,0,-93,0,0,18,0,50,-27,0,0,0,0,591,619,9,1239,1215,0,0,0,0,0,2,0,0,0,0,9,10,0,0,0,0,0,1,0,0,70,0,0,0,99,1889,1815
2024-01-11,6,90,0,-88,0,0,18,0,150,-57,0,0,0,100,548,699,9,902,892,0,0,0,0,0,2,0,0,0,0,9,15,0,0,0,0,0,1,0,0,92,0,0,0,199,1609,1574
2024-01-11,7,0,0,-3,0,0,19,0,300,253,0,0,0,0,749,759,9,821,814,0,0,0,0,0,2,0,0,0,0,9,21,0,0,0,0,0,1,0,0,91,0,0,0,9,1879,1957
2024-01-11,8,0,0,2,0,0,20,0,400,543,0,0,0,0,508,448,9,947,922,0,0,0,0,0,2,0,0,0,0,9,24,0,0,0,0,0,1,0,0,88,0,0,0,9,1864,2050
2024-01-11,9,0,0,2,0,0,21,0,662,518,0,0,0,0,448,626,9,467,462,0,0,0,0,0,2,0,0,0,0,9,22,0,0,0,0,0,1,0,0,88,0,0,0,9,1586,1742
2024-01-11,10,0,111,87,0,0,21,0,587,539,0,0,0,0,663,722,9,341,334,0,0,0,0,0,2,0,0,0,0,9,17,0,0,0,0,0,1,0,0,87,0,0,0,9,1711,1810
2024-01-11,11,0,112,118,0,0,21,0,462,486,0,0,0,0,489,407,9,384,379,0,0,0,0,0,2,0,0,0,0,9,15,0,0,0,0,0,1,0,0,87,0,0,0,9,1456,1516
2024-01-11,12,0,111,119,0,0,21,0,302,397,0,0,0,0,473,342,0,490,490,0,0,0,0,0,2,0,0,0,0,0,17,0,0,0,0,0,1,0,0,69,0,0,0,0,1376,1458
